author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Magdalena Samozwaniec,https://lubimyczytac.pl/autor/8215/magdalena-samozwaniec,6.6,3207,3896,26.07.1894,120,39,0
Graham Moore,https://lubimyczytac.pl/autor/56185/graham-moore,6.8,1849,2202,18.10.1981,6,5,0
Jane Harvey-Berrick,https://lubimyczytac.pl/autor/86888/jane-harvey-berrick,7.3,1460,1164,18.10.1981,56,14,0
Stefan Ahnhem,https://lubimyczytac.pl/autor/126023/stefan-ahnhem,6.5,1986,3065,24.11.1966,102,9,0
Isabelle Laflèche,https://lubimyczytac.pl/autor/84107/isabelle-lafleche,6.4,1571,2284,24.11.1966,28,3,0
Suren Cormudian,https://lubimyczytac.pl/autor/95581/suren-cormudian,7.1,1684,1166,przybliżona),15,2,0
Teresa Driscoll,https://lubimyczytac.pl/autor/169865/teresa-driscoll,6.6,1551,1329,przybliżona),20,5,0
Krzysztof Spadło,https://lubimyczytac.pl/autor/65795/krzysztof-spadlo,7.7,1499,4232,29.11.1967,142,17,0
Michael Newton,https://lubimyczytac.pl/autor/20846/michael-newton,7.7,1514,2348,09.12.1931,58,6,0
Krzysztof Domaradzki,https://lubimyczytac.pl/autor/165179/krzysztof-domaradzki,7.2,2749,3415,24.09.1989,107,11,0
Sigrid Undset,https://lubimyczytac.pl/autor/31292/sigrid-undset,7.4,1934,3410,20.05.1882,78,24,0
Gail Honeyman,https://lubimyczytac.pl/autor/143729/gail-honeyman,7.3,1301,1285,20.05.1882,8,1,0
 Hwang Bo-reum,https://lubimyczytac.pl/autor/257646/hwang-bo-reum,6.7,1276,1302,20.05.1882,8,1,0
Éric Vuillard,https://lubimyczytac.pl/autor/153522/eric-vuillard,8.1,1388,1722,04.05.1968,14,7,1
Gabriella Poole,https://lubimyczytac.pl/autor/51185/gabriella-poole,7.0,1660,2308,04.05.1968,41,4,0
Marianna Kamila Gierszewska,https://lubimyczytac.pl/autor/231599/marianna-kamila-gierszewska,7.7,1487,1232,11.11.1996,43,2,0
Marcin Kostrzyński,https://lubimyczytac.pl/autor/172076/marcin-kostrzynski,8.0,1483,1436,przybliżona),41,5,0
Tara Hudson,https://lubimyczytac.pl/autor/50530/tara-hudson,7.0,1421,1861,przybliżona),33,3,0
Robert Maurer,https://lubimyczytac.pl/autor/33342/robert-maurer,6.7,1451,1382,przybliżona),2,3,0
Mike Carey,https://lubimyczytac.pl/autor/3283/mike-carey,7.2,3116,4590,przybliżona),125,197,0
Darynda Jones,https://lubimyczytac.pl/autor/67803/darynda-jones,7.9,1470,3018,przybliżona),123,22,0
Zbigniew Herbert,https://lubimyczytac.pl/autor/14880/zbigniew-herbert,7.8,5154,8042,29.10.1924,673,77,0
Małgorzata Domagalik,https://lubimyczytac.pl/autor/4130/malgorzata-domagalik,6.1,4629,2256,12.02.1957,17,10,0
Mhairi McFarlane,https://lubimyczytac.pl/autor/86419/mhairi-mcfarlane,6.6,3378,2989,przybliżona),53,11,0
Dee Shulman,https://lubimyczytac.pl/autor/74414/dee-shulman,6.4,1451,1696,przybliżona),37,3,0
Brian W. Aldiss,https://lubimyczytac.pl/autor/3370/brian-w-aldiss,6.3,3239,6329,18.08.1925,74,98,0
Melanie Harlow,https://lubimyczytac.pl/autor/126711/melanie-harlow,7.1,2766,2595,18.08.1925,66,38,0
Łukasz Grass,https://lubimyczytac.pl/autor/78369/lukasz-grass,6.9,1604,942,01.01.1976,4,6,0
Richard Yates,https://lubimyczytac.pl/autor/16727/richard-yates,6.3,1799,1945,03.02.1926,56,9,0
Maciej Zaremba Bielawski,https://lubimyczytac.pl/autor/4164/maciej-zaremba-bielawski,7.4,2625,4412,12.03.1951,34,5,1
Laurell K. Hamilton,https://lubimyczytac.pl/autor/3712/laurell-k-hamilton,7.2,2361,6978,19.02.1963,270,57,0
Marta Matyszczak,https://lubimyczytac.pl/autor/92483/marta-matyszczak,6.7,4826,7084,19.02.1963,165,25,0
Brigitte Kolloch,https://lubimyczytac.pl/autor/33496/brigitte-kolloch,6.3,1646,621,19.02.1963,2,1,0
Kylie Scott,https://lubimyczytac.pl/autor/89953/kylie-scott,7.0,2467,3109,19.02.1963,107,24,0
Anna Janko,https://lubimyczytac.pl/autor/19660/anna-janko,6.7,3005,4266,27.08.1957,83,20,1
Leigh Fallon,https://lubimyczytac.pl/autor/56360/leigh-fallon,7.0,1578,2065,27.08.1957,52,3,0
Tadeusz Różewicz,https://lubimyczytac.pl/autor/15169/tadeusz-rozewicz,7.6,5734,4897,09.10.1921,410,133,1
Hanna Greń,https://lubimyczytac.pl/autor/105750/hanna-gren,7.4,5131,8588,przybliżona),305,39,0
John Verdon,https://lubimyczytac.pl/autor/49527/john-verdon,6.8,1427,1685,przybliżona),38,4,0
Kinga Choszcz,https://lubimyczytac.pl/autor/31332/kinga-choszcz,7.1,2012,1714,10.04.1973,52,3,1
Evžen Boček,https://lubimyczytac.pl/autor/108648/evzen-bocek,6.9,4977,4508,przybliżona),162,5,0
Mary E. Pearson,https://lubimyczytac.pl/autor/19743/mary-e-pearson,7.1,2371,4770,14.08.1955,38,10,0
Karolina Wilczyńska,https://lubimyczytac.pl/autor/43898/karolina-wilczynska,7.1,7570,17576,28.08.1973,304,64,0
Mariusz Urbanek,https://lubimyczytac.pl/autor/4789/mariusz-urbanek,7.1,3437,5126,18.10.1960,52,30,0
Roy Jacobsen,https://lubimyczytac.pl/autor/19734/roy-jacobsen,6.9,1858,4589,26.12.1954,42,11,0
Gilly Macmillan,https://lubimyczytac.pl/autor/125838/gilly-macmillan,7.1,1883,2520,26.12.1954,16,6,0
Agnieszka Stelmaszyk,https://lubimyczytac.pl/autor/6482/agnieszka-stelmaszyk,7.7,3290,5177,06.01.1976,163,110,0
Alice Broadway,https://lubimyczytac.pl/autor/169641/alice-broadway,6.6,1314,2748,06.01.1976,14,3,0
Lev Grossman,https://lubimyczytac.pl/autor/37040/lev-grossman,6.5,2941,5473,26.06.1969,35,8,0
Arundhati Roy,https://lubimyczytac.pl/autor/30945/arundhati-roy,6.7,1501,2633,24.11.1961,37,6,1
Wit Szostak,https://lubimyczytac.pl/autor/3913/wit-szostak,6.8,4387,10288,01.01.1976,177,35,0
Rachel Reiland,https://lubimyczytac.pl/autor/33872/rachel-reiland,7.9,1373,2356,01.01.1976,4,1,0
Mariusz Wollny,https://lubimyczytac.pl/autor/19042/mariusz-wollny,7.4,1795,3662,01.01.1958,143,29,0
Klaudia Stabach,https://lubimyczytac.pl/autor/242282/klaudia-stabach,7.2,1274,660,przybliżona),5,1,0
Dave Gibbons,https://lubimyczytac.pl/autor/39197/dave-gibbons,7.3,1734,1154,14.04.1949,4,52,0
Kristina Sabaliauskaitė,https://lubimyczytac.pl/autor/114068/kristina-sabaliauskait,7.7,1308,2672,przybliżona),54,7,0
Lucy Foley,https://lubimyczytac.pl/autor/109280/lucy-foley,6.9,2850,2091,przybliżona),34,10,0
Cal Newport,https://lubimyczytac.pl/autor/128664/cal-newport,7.2,1761,3620,23.06.1982,35,11,0
Andre Norton,https://lubimyczytac.pl/autor/3622/andre-norton,6.4,3364,8205,17.02.1912,214,113,0
R.K. Lilley,https://lubimyczytac.pl/autor/79067/r-k-lilley,7.2,1748,3324,17.02.1912,68,14,0
Eun-jin Jang,https://lubimyczytac.pl/autor/240079/eun-jin-jang,7.4,1276,1733,przybliżona),6,1,0
Natasha Knight,https://lubimyczytac.pl/autor/139029/natasha-knight,7.1,1779,2386,przybliżona),66,23,0
Heinz Heger,https://lubimyczytac.pl/autor/132632/heinz-heger,7.9,1401,1802,29.06.1978,1,2,0
Daniel Glattauer,https://lubimyczytac.pl/autor/31200/daniel-glattauer,6.5,1664,1846,19.03.1960,30,6,0
Małgorzata Starosta,https://lubimyczytac.pl/autor/193057/malgorzata-starosta,7.1,6000,5867,19.03.1960,251,30,0
Iny Lorentz,https://lubimyczytac.pl/autor/4904/iny-lorentz,7.0,2070,5364,19.03.1960,97,57,0
Kamil Bałuk,https://lubimyczytac.pl/autor/139679/kamil-baluk,7.1,2248,2408,05.01.1988,16,3,0
Kinga Wójcik,https://lubimyczytac.pl/autor/188073/kinga-wojcik,7.6,2167,3431,przybliżona),202,8,0
Elisabeth Herrmann,https://lubimyczytac.pl/autor/127001/elisabeth-herrmann,6.6,1607,2983,przybliżona),36,3,0
David Herbert Lawrence,https://lubimyczytac.pl/autor/14126/david-herbert-lawrence,7.3,1844,2871,11.09.1885,42,33,1
Richard Taylor,https://lubimyczytac.pl/autor/205688/richard-taylor,7.0,1252,2197,11.09.1885,2,1,0
Julie Clark,https://lubimyczytac.pl/autor/193289/julie-clark,4.9,1313,669,11.09.1885,9,3,0
Joanna Papuzińska,https://lubimyczytac.pl/autor/6621/joanna-papuzinska,7.0,3610,2290,03.01.1939,25,111,0
Val McDermid,https://lubimyczytac.pl/autor/20084/val-mcdermid,6.6,2980,6869,04.06.1955,103,30,0
Ben Sherwood,https://lubimyczytac.pl/autor/24772/ben-sherwood,6.9,1451,1266,12.02.1964,10,4,0
Agnieszka Jelonek,https://lubimyczytac.pl/autor/101557/agnieszka-jelonek,6.4,1895,1535,12.02.1964,12,7,0
Monika Serafin,https://lubimyczytac.pl/autor/190351/monika-serafin,7.3,1593,718,12.02.1964,42,5,0
Lawrence Wright,https://lubimyczytac.pl/autor/41183/lawrence-wright,7.1,2254,4766,02.08.1947,19,7,0
Anonimowy Piłkarz,https://lubimyczytac.pl/autor/99343/anonimowy-pilkarz,6.0,1356,454,02.08.1947,1,3,0
Lynn Raven,https://lubimyczytac.pl/autor/49294/lynn-raven,7.6,1946,2855,02.08.1947,54,5,0
Lauren DeStefano,https://lubimyczytac.pl/autor/50018/lauren-destefano,6.5,1305,1885,02.08.1947,15,6,0
Edogawa Ranpo,https://lubimyczytac.pl/autor/89917/edogawa-ranpo,7.2,1353,1770,21.10.1894,38,12,0
María Dueñas,https://lubimyczytac.pl/autor/55268/maria-duenas,6.9,1447,2007,01.01.1964,25,4,0
Laura Hillenbrand,https://lubimyczytac.pl/autor/15049/laura-hillenbrand,8.3,1373,2703,15.05.1967,10,2,1
Karolina Sulej,https://lubimyczytac.pl/autor/117035/karolina-sulej,6.8,2757,4123,15.05.1967,20,9,0
Adam Ragiel,https://lubimyczytac.pl/autor/110139/adam-ragiel,7.7,1293,1422,15.05.1967,2,1,0
Phyllis Christine Cast,https://lubimyczytac.pl/autor/6849/phyllis-christine-cast,7.5,19626,37995,01.01.1960,656,56,0
Maria Ulatowska,https://lubimyczytac.pl/autor/45940/maria-ulatowska,6.7,3340,5233,15.08.1948,146,28,0
Jean-Paul Sartre,https://lubimyczytac.pl/autor/32829/jean-paul-sartre,7.2,2886,8533,21.06.1905,274,37,0
Åke Edwardson,https://lubimyczytac.pl/autor/19620/ake-edwardson,6.5,3029,7889,10.03.1953,149,13,0
Robert James Waller,https://lubimyczytac.pl/autor/24076/robert-james-waller,6.5,1366,919,01.08.1939,7,5,0
Przemysław Semczuk,https://lubimyczytac.pl/autor/49885/przemyslaw-semczuk,7.3,4197,6515,01.01.1972,86,14,0
Sławomir Rawicz,https://lubimyczytac.pl/autor/24225/slawomir-rawicz,7.4,1289,705,01.01.1972,1,1,0
Kristen Proby,https://lubimyczytac.pl/autor/80547/kristen-proby,7.1,2367,5203,01.01.1972,161,79,0
Michael Scott,https://lubimyczytac.pl/autor/14515/michael-scott,7.2,2069,4207,28.09.1959,59,13,0
Cilla Börjlind,https://lubimyczytac.pl/autor/83601/cilla-borjlind,7.1,1952,3324,28.09.1959,25,8,0
Karel Čapek,https://lubimyczytac.pl/autor/34878/karel-capek,7.2,2869,4426,09.01.1890,84,39,0
Ruta Sepetys,https://lubimyczytac.pl/autor/48779/ruta-sepetys,7.5,1582,2945,19.11.1967,20,4,0
Hanna Kowalska-Pamięta,https://lubimyczytac.pl/autor/6733/hanna-kowalska-pamieta,6.4,1959,268,19.11.1967,5,6,0
Erin Beaty,https://lubimyczytac.pl/autor/146987/erin-beaty,7.9,1484,2332,19.11.1967,36,5,0
Salvador Dali,https://lubimyczytac.pl/autor/24490/salvador-dali,6.8,2378,3640,11.05.1904,87,7,0
Katarzyna Kędzierska,https://lubimyczytac.pl/autor/132361/katarzyna-kedzierska,6.3,1436,1088,11.05.1904,2,2,0
Celeste Ng,https://lubimyczytac.pl/autor/111785/celeste-ng,7.0,2027,3664,11.05.1904,26,4,0
Taran Matharu,https://lubimyczytac.pl/autor/117364/taran-matharu,7.5,1499,2956,01.01.1990,75,9,0
Anna Potyra,https://lubimyczytac.pl/autor/153618/anna-potyra,7.9,1742,1411,01.01.1990,57,23,0
J.S. Margot,https://lubimyczytac.pl/autor/166704/j-s-margot,6.5,1322,1048,01.01.1967,1,2,0
Melissa Albert,https://lubimyczytac.pl/autor/156704/melissa-albert,7.0,1399,2533,01.01.1967,10,5,0
Stefania Auci,https://lubimyczytac.pl/autor/187622/stefania-auci,7.4,1249,1771,24.11.1974,12,2,0
David Vann,https://lubimyczytac.pl/autor/56822/david-vann,6.8,1772,3215,19.10.1966,12,6,0
Layla Wheldon,https://lubimyczytac.pl/autor/146290/layla-wheldon,7.7,1748,2468,19.10.1966,159,10,0
Joanna Wylde,https://lubimyczytac.pl/autor/92206/joanna-wylde,6.9,1427,1654,19.10.1966,53,11,0
Anna Brzezińska,https://lubimyczytac.pl/autor/3422/anna-brzezinska,6.5,4775,8357,01.01.1971,156,34,0
Carlos María Domínguez,https://lubimyczytac.pl/autor/23101/carlos-maria-dominguez,6.4,1333,597,23.04.1955,5,1,0
Alex Flinn,https://lubimyczytac.pl/autor/32799/alex-flinn,6.9,1363,1139,23.04.1955,16,9,0
Jessica Warman,https://lubimyczytac.pl/autor/58286/jessica-warman,7.4,1321,1710,23.04.1955,21,4,0
Pamela Lyndon Travers,https://lubimyczytac.pl/autor/6086/pamela-lyndon-travers,7.5,1985,1491,09.08.1899,39,12,0
Damian Poprawa,https://lubimyczytac.pl/autor/201894/damian-poprawa,8.2,1078,802,16.03.1987,13,2,0
A. Zavarelli,https://lubimyczytac.pl/autor/126374/a-zavarelli,7.0,1704,1959,16.03.1987,55,18,0
Kelly Rimmer,https://lubimyczytac.pl/autor/145812/kelly-rimmer,7.2,1733,2294,16.03.1987,38,12,0
Maria V. Snyder,https://lubimyczytac.pl/autor/46287/maria-v-snyder,6.3,1329,2643,16.03.1987,52,18,0
Grażyna Jeromin-Gałuszka,https://lubimyczytac.pl/autor/21537/grazyna-jeromin-galuszka,7.0,3422,5848,16.03.1987,177,20,0
Amy Harmon,https://lubimyczytac.pl/autor/99052/amy-harmon,7.1,3036,6051,16.03.1987,121,19,0
Katarzyna Małecka,https://lubimyczytac.pl/autor/194662/katarzyna-malecka,7.6,2462,2721,16.03.1987,161,16,0
Janusz Wójcik,https://lubimyczytac.pl/autor/62565/janusz-wojcik,5.9,1393,293,16.03.1987,3,5,0
Scott Smith,https://lubimyczytac.pl/autor/19543/scott-smith,7.0,1296,849,16.03.1987,12,2,0
Naomi Klein,https://lubimyczytac.pl/autor/600/naomi-klein,6.9,2095,6556,05.05.1970,76,9,0
Kazimierz Nowak,https://lubimyczytac.pl/autor/31485/kazimierz-nowak,7.8,1252,1445,05.05.1970,24,5,0
Marek Niedźwiecki,https://lubimyczytac.pl/autor/16261/marek-niedzwiecki,6.7,3145,1299,24.03.1954,31,7,0
Chris Bachalo,https://lubimyczytac.pl/autor/63226/chris-bachalo,6.8,2016,1278,23.08.1965,2,64,0
Mark Robert Bowden,https://lubimyczytac.pl/autor/37189/mark-robert-bowden,7.0,2283,2597,17.07.1951,4,7,0
Aleksander Kaczorowski,https://lubimyczytac.pl/autor/9511/aleksander-kaczorowski,6.9,2368,2800,29.05.1969,13,11,0
Sharon Cameron,https://lubimyczytac.pl/autor/90669/sharon-cameron,7.7,1179,1585,29.05.1969,5,5,0
Joan Lindsay,https://lubimyczytac.pl/autor/31393/joan-lindsay,5.4,1318,1016,29.05.1969,0,2,0
Henry Miller,https://lubimyczytac.pl/autor/17255/henry-miller,7.0,1922,5781,26.12.1891,213,27,0
Noah Strycker,https://lubimyczytac.pl/autor/142581/noah-strycker,7.2,1483,2107,09.02.1986,9,3,0
Antoinette van Heugten,https://lubimyczytac.pl/autor/51415/antoinette-van-heugten,7.0,1363,1418,09.02.1986,11,2,0
Woody Allen,https://lubimyczytac.pl/autor/17616/woody-allen,6.6,3131,3255,01.12.1935,184,16,0
Monika Białkowska,https://lubimyczytac.pl/autor/95345/monika-bialkowska,6.8,1321,535,01.12.1935,0,10,0
Anna Chaber,https://lubimyczytac.pl/autor/215313/anna-chaber,7.1,2002,1415,01.12.1935,40,8,0
Wiktoria Zender,https://lubimyczytac.pl/autor/30137/wiktoria-zender,7.2,1481,2065,01.12.1935,14,2,0
Timothy Zahn,https://lubimyczytac.pl/autor/30191/timothy-zahn,6.8,2947,4230,01.09.1951,113,72,0
Krystyna Szklarska,https://lubimyczytac.pl/autor/6926/krystyna-szklarska,7.5,1951,975,01.09.1951,1,4,0
Alex Dahl,https://lubimyczytac.pl/autor/197069/alex-dahl,7.1,2336,1728,przybliżona),27,7,0
Robert Ziębiński,https://lubimyczytac.pl/autor/45320/robert-ziebinski,7.0,5797,5960,przybliżona),236,28,1
Michael Herr,https://lubimyczytac.pl/autor/133408/michael-herr,7.9,1223,1584,przybliżona),4,2,0
Toni Morrison,https://lubimyczytac.pl/autor/15380/toni-morrison,7.0,2888,7362,18.02.1931,106,16,1
Ann Aguirre,https://lubimyczytac.pl/autor/56985/ann-aguirre,6.5,1931,2060,18.02.1931,38,24,0
Daniel Hurst,https://lubimyczytac.pl/autor/261888/daniel-hurst,6.7,1413,803,18.02.1931,11,4,0
Katherine Center,https://lubimyczytac.pl/autor/181653/katherine-center,6.3,2439,1637,04.03.1972,31,7,0
Christina Dalcher,https://lubimyczytac.pl/autor/170641/christina-dalcher,6.9,1376,1080,04.03.1972,4,2,0
Lisa Aisato,https://lubimyczytac.pl/autor/174659/lisa-aisato,8.0,2912,3189,04.03.1972,55,8,0
Kelly Keaton,https://lubimyczytac.pl/autor/48923/kelly-keaton,7.9,1300,1487,04.03.1972,24,4,0
Joanna Chwistek,https://lubimyczytac.pl/autor/220247/joanna-chwistek,7.5,2752,3297,04.03.1972,173,18,0
Marah Woolf,https://lubimyczytac.pl/autor/175191/marah-woolf,8.0,2163,6192,11.11.1971,82,23,0
Elliot Aronson,https://lubimyczytac.pl/autor/30089/elliot-aronson,7.3,2615,5841,09.01.1932,66,8,0
Karolina Kuszyk,https://lubimyczytac.pl/autor/184618/karolina-kuszyk,7.4,1288,1318,przybliżona),1,2,0
Ewa Cielesz,https://lubimyczytac.pl/autor/62414/ewa-cielesz,7.7,1824,3051,przybliżona),84,20,0
Paulina Jurga,https://lubimyczytac.pl/autor/203118/paulina-jurga,8.4,2838,2861,przybliżona),176,17,0
Donald Tusk,https://lubimyczytac.pl/autor/38252/donald-tusk,3.4,1715,718,22.04.1957,5,15,0
Stanley Cloud,https://lubimyczytac.pl/autor/20865/stanley-cloud,6.7,1281,939,22.04.1957,1,3,0
Jonny Thomson,https://lubimyczytac.pl/autor/219163/jonny-thomson,7.3,1328,2618,22.04.1957,9,3,0
Rebecca Fleet,https://lubimyczytac.pl/autor/174358/rebecca-fleet,6.0,1295,593,22.04.1957,4,1,0
Stefan Chwin,https://lubimyczytac.pl/autor/15702/stefan-chwin,6.9,3184,4759,11.04.1949,102,39,1
Laura Sebastian,https://lubimyczytac.pl/autor/166926/laura-sebastian,7.1,1390,3268,11.04.1949,27,4,0
Jay McLean,https://lubimyczytac.pl/autor/97902/jay-mclean,7.2,1409,2808,11.04.1949,76,17,0
Daniel H. Wilson,https://lubimyczytac.pl/autor/33687/daniel-h-wilson,6.5,1247,996,11.04.1949,9,5,0
Aleksandra Wójcik,https://lubimyczytac.pl/autor/138744/aleksandra-wojcik,7.4,1273,2082,11.04.1949,1,1,0
Rachel Cohn,https://lubimyczytac.pl/autor/31911/rachel-cohn,6.5,2779,4327,14.12.1968,28,19,0
Katarzyna Nowakowska,https://lubimyczytac.pl/autor/192542/katarzyna-nowakowska,7.4,1584,1030,21.10.1988,84,7,0
Mira Grant,https://lubimyczytac.pl/autor/73059/mira-grant,6.6,1411,4884,05.01.1978,72,23,0
Kaui Hart Hemmings,https://lubimyczytac.pl/autor/60114/kaui-hart-hemmings,6.4,1307,653,05.01.1978,2,1,0
Adelina Tulińska,https://lubimyczytac.pl/autor/130556/adelina-tulinska,6.8,4445,4582,28.03.1988,135,32,0
Cezary Głuch,https://lubimyczytac.pl/autor/190569/cezary-gluch,8.3,1364,2517,28.03.1988,30,6,0
Miao Sing,https://lubimyczytac.pl/autor/31296/miao-sing,6.0,1375,729,12.08.1926,4,2,0
Kevin Brooks,https://lubimyczytac.pl/autor/20273/kevin-brooks,6.7,2249,2460,30.03.1959,54,16,0
Michael James Sullivan,https://lubimyczytac.pl/autor/58261/michael-james-sullivan,7.6,2409,8529,30.03.1959,179,30,0
Aleksander Gieysztor,https://lubimyczytac.pl/autor/4864/aleksander-gieysztor,7.4,1426,2914,17.07.1916,16,23,0
Joy Fielding,https://lubimyczytac.pl/autor/19254/joy-fielding,6.7,7687,9662,18.03.1945,380,26,0
Paul Auster,https://lubimyczytac.pl/autor/15750/paul-auster,7.0,3194,6578,03.02.1947,228,33,0
Celia Aaron,https://lubimyczytac.pl/autor/139995/celia-aaron,7.6,1294,592,03.02.1947,26,10,0
Louise O'Neill,https://lubimyczytac.pl/autor/114114/louise-o-neill,6.5,1842,2212,24.02.1985,8,6,0
Anna Kurek,https://lubimyczytac.pl/autor/154716/anna-kurek,7.0,1256,692,24.02.1985,4,2,0
Janina Porazińska,https://lubimyczytac.pl/autor/6795/janina-porazinska,7.1,3996,1519,29.09.1888,14,52,0
Carl Sagan,https://lubimyczytac.pl/autor/30656/carl-sagan,8.1,2885,9829,09.11.1934,195,11,0
Mick Herron,https://lubimyczytac.pl/autor/194630/mick-herron,6.8,1282,2007,11.07.1963,44,20,0
David Morrell,https://lubimyczytac.pl/autor/19829/david-morrell,6.9,4739,5039,24.04.1943,188,41,0
Rebecca Ross,https://lubimyczytac.pl/autor/157071/rebecca-ross,7.3,1847,3303,24.04.1943,34,8,0
David John,https://lubimyczytac.pl/autor/114510/david-john,8.1,1311,1400,24.04.1943,1,1,0
Nicola Rayner,https://lubimyczytac.pl/autor/189792/nicola-rayner,6.2,1544,981,24.04.1943,7,4,0
Rafał Tomański,https://lubimyczytac.pl/autor/47043/rafal-tomanski,5.7,1573,1445,01.01.1982,9,4,0
Caleb Carr,https://lubimyczytac.pl/autor/32861/caleb-carr,6.2,1267,1810,21.08.1955,24,6,0
Agata Przybyłek,https://lubimyczytac.pl/autor/111380/agata-przybylek,7.2,7136,15937,19.12.1994,408,72,0
Barbara Ludwiczak,https://lubimyczytac.pl/autor/20647/barbara-ludwiczak,7.1,169,78,19.12.1994,0,4,0
Sally Hepworth,https://lubimyczytac.pl/autor/131959/sally-hepworth,6.7,1662,1473,19.12.1994,31,8,0
Lisa Jewell,https://lubimyczytac.pl/autor/22978/lisa-jewell,6.6,5409,5626,19.07.1968,99,20,0
Rachel Heller,https://lubimyczytac.pl/autor/191109/rachel-heller,7.9,1200,1798,19.07.1968,1,1,0
Linda Polman,https://lubimyczytac.pl/autor/57490/linda-polman,7.2,2290,3055,przybliżona),7,2,0
Melchior Wańkowicz,https://lubimyczytac.pl/autor/7004/melchior-wankowicz,7.1,3087,4930,10.01.1892,129,61,0
Gustav Meyrink,https://lubimyczytac.pl/autor/22860/gustav-meyrink,6.7,1791,3994,19.01.1868,35,18,0
Jan Mencwel,https://lubimyczytac.pl/autor/166724/jan-mencwel,7.7,1419,1828,19.01.1868,7,3,0
Justyna Dżbik-Kluge,https://lubimyczytac.pl/autor/192345/justyna-dzbik-kluge,7.0,2201,1442,19.01.1868,16,6,0
Charlie N. Holmberg,https://lubimyczytac.pl/autor/154314/charlie-n-holmberg,6.8,1380,2659,19.01.1868,19,8,0
Guro Nordengen,https://lubimyczytac.pl/autor/153741/guro-nordengen,7.0,1306,1540,01.01.1990,0,1,0
Charles Martin,https://lubimyczytac.pl/autor/21968/charles-martin,7.2,2828,5288,03.11.1969,141,12,0
Barbara Kosmowska,https://lubimyczytac.pl/autor/6368/barbara-kosmowska,7.0,6943,5001,24.01.1958,110,56,1
Monika Nerc,https://lubimyczytac.pl/autor/197843/monika-nerc,7.5,1557,1259,24.01.1958,64,6,0
Jus Accardo,https://lubimyczytac.pl/autor/72961/jus-accardo,7.1,1352,2014,24.01.1958,39,8,0
Philippe Pozzo di Borgo,https://lubimyczytac.pl/autor/67594/philippe-pozzo-di-borgo,6.8,1639,2105,14.02.1951,1,2,0
Lauren Asher,https://lubimyczytac.pl/autor/211568/lauren-asher,7.2,1609,2564,14.02.1951,32,11,0
A.G. Riddle,https://lubimyczytac.pl/autor/106444/a-g-riddle,6.7,1986,1870,14.02.1951,37,8,0
Isabel Abedi,https://lubimyczytac.pl/autor/6212/isabel-abedi,7.1,3702,2029,03.03.1967,74,18,0
Kathy Reichs,https://lubimyczytac.pl/autor/16105/kathy-reichs,7.1,3424,10689,07.07.1948,427,33,0
Robert Rient,https://lubimyczytac.pl/autor/82097/robert-rient,7.3,2011,2772,07.07.1948,30,6,0
Mark Lawrence,https://lubimyczytac.pl/autor/68653/mark-lawrence,7.1,1911,4864,07.07.1948,75,23,0
Kate Mosse,https://lubimyczytac.pl/autor/19058/kate-mosse,7.2,1936,1304,20.10.1961,32,12,0
Anne McCaffrey,https://lubimyczytac.pl/autor/3324/anne-mccaffrey,6.8,2534,7807,01.04.1926,150,71,0
Émile Ajar,https://lubimyczytac.pl/autor/41445/emile-ajar,7.9,1144,1604,14.05.1914,16,1,1
Serhij Żadan,https://lubimyczytac.pl/autor/23970/serhij-zadan,7.1,2147,3839,23.08.1974,81,24,1
Charles R. Cross,https://lubimyczytac.pl/autor/30242/charles-r-cross,7.1,1652,1164,23.08.1974,3,5,0
