author_name,author_url,author_average_rating,author_number_of_people_read,author_number_of_people_wants_to_read,author_date_of_birth,author_number_of_fans,author_number_of_books_written,author_number_of_awards
Bartek Koziczyński,https://lubimyczytac.pl/autor/31111/bartek-koziczynski,6.9,742,704,Unknown,2,8,0
Kathy Tyers,https://lubimyczytac.pl/autor/35869/kathy-tyers,6.1,527,357,21.07.1952,1,4,0
Cecil Scott Forester,https://lubimyczytac.pl/autor/24246/cecil-scott-forester,6.9,438,857,27.08.1899,20,17,0
Krzysztof Potaczała,https://lubimyczytac.pl/autor/40580/krzysztof-potaczala,7.4,879,1743,Unknown,23,12,0
Sulaiman Addonia,https://lubimyczytac.pl/autor/32903/sulaiman-addonia,7.0,226,339,Unknown,5,1,0
Arthur Machen,https://lubimyczytac.pl/autor/16246/arthur-machen,6.9,490,1287,03.03.1863,16,9,0
John Sack,https://lubimyczytac.pl/autor/19558/john-sack,6.5,459,507,Unknown,7,4,0
Valérie Zenatti,https://lubimyczytac.pl/autor/6529/valerie-zenatti,6.8,382,149,01.04.1970,1,3,0
Paweł Zuchniewicz,https://lubimyczytac.pl/autor/30990/pawel-zuchniewicz,5.7,706,502,Unknown,8,34,0
Paul Féval,https://lubimyczytac.pl/autor/25491/paul-feval,7.6,267,219,29.09.1816,4,22,0
Celia Rees,https://lubimyczytac.pl/autor/3788/celia-rees,6.9,525,333,Unknown,11,5,0
Thomas Kanger,https://lubimyczytac.pl/autor/19565/thomas-kanger,6.3,243,373,01.01.1951,7,2,0
Therese Anne Fowler,https://lubimyczytac.pl/autor/82758/therese-anne-fowler,7.1,500,352,Unknown,0,3,0
Theresa Breslin,https://lubimyczytac.pl/autor/17070/theresa-breslin,8.2,233,138,Unknown,0,3,0
Benjamin Barber,https://lubimyczytac.pl/autor/31796/benjamin-barber,6.5,348,702,Unknown,6,5,0
Óscar Aibar,https://lubimyczytac.pl/autor/15883/oscar-aibar,6.4,228,106,przybliżona),2,1,0
Greg Egan,https://lubimyczytac.pl/autor/17310/greg-egan,6.7,1173,3583,20.08.1961,45,23,0
David Starkey,https://lubimyczytac.pl/autor/3981/david-starkey,6.9,344,784,03.01.1945,11,4,0
Yehi'el Dinur,https://lubimyczytac.pl/autor/69056/yehi-el-dinur,6.5,254,325,16.05.1909,0,2,0
Manuel Puig,https://lubimyczytac.pl/autor/32838/manuel-puig,6.5,247,296,28.12.1932,3,4,0
Jennifer Weiner,https://lubimyczytac.pl/autor/23079/jennifer-weiner,6.2,1334,1356,28.03.1970,9,19,0
Jean-Claude Carrière,https://lubimyczytac.pl/autor/38042/jean-claude-carriere,6.8,469,934,17.09.1931,4,10,0
Krystyna Drzewiecka,https://lubimyczytac.pl/autor/7110/krystyna-drzewiecka,7.5,293,169,Unknown,0,5,0
Tony Buzan,https://lubimyczytac.pl/autor/358/tony-buzan,6.7,1053,2881,02.06.1941,42,23,0
Barbara Taylor Bradford,https://lubimyczytac.pl/autor/23822/barbara-taylor-bradford,6.2,1440,1890,10.05.1933,30,33,0
Karl-Markus Gauß,https://lubimyczytac.pl/autor/16832/karl-markus-gauss,6.6,769,2163,14.05.1954,17,9,0
Elizabeth Hickey,https://lubimyczytac.pl/autor/38511/elizabeth-hickey,6.8,217,149,Unknown,0,1,0
Maciej Przepiera,https://lubimyczytac.pl/autor/22849/maciej-przepiera,5.7,1162,1138,Unknown,3,7,0
Henryk Worcell,https://lubimyczytac.pl/autor/23456/henryk-worcell,6.8,342,557,01.08.1909,7,17,0
 White Cameron,https://lubimyczytac.pl/autor/19327/white-cameron,6.9,245,292,Unknown,0,1,0
Ginette Bureau,https://lubimyczytac.pl/autor/24391/ginette-bureau,7.5,293,274,Unknown,2,2,0
Peggy Waide,https://lubimyczytac.pl/autor/25999/peggy-waide,6.4,360,185,Unknown,7,4,0
Jerzy Marlicz,https://lubimyczytac.pl/autor/75691/jerzy-marlicz,7.2,536,133,01.07.1891,2,2,0
Antoni Sygietyński,https://lubimyczytac.pl/autor/24794/antoni-sygietynski,5.5,388,85,Unknown,1,6,0
Richard Mason,https://lubimyczytac.pl/autor/23041/richard-mason,6.5,483,336,01.01.1978,1,4,0
P. D. Cacek,https://lubimyczytac.pl/autor/50447/p-d-cacek,6.2,425,804,Unknown,0,2,0
Gitty Daneshvari,https://lubimyczytac.pl/autor/33506/gitty-daneshvari,6.9,722,492,Unknown,7,9,0
Stefanie Marsh,https://lubimyczytac.pl/autor/38101/stefanie-marsh,7.2,232,235,Unknown,0,1,0
Jane Johnson,https://lubimyczytac.pl/autor/39485/jane-johnson,5.6,452,515,01.01.1960,4,8,0
 Ayse Onal,https://lubimyczytac.pl/autor/24008/ayse-onal,7.4,223,163,01.01.1955,2,1,0
Tomasz Różycki,https://lubimyczytac.pl/autor/23545/tomasz-rozycki,6.7,1409,1985,29.05.1970,54,27,1
Pernilla Stalfelt,https://lubimyczytac.pl/autor/38182/pernilla-stalfelt,5.2,348,375,Unknown,1,9,0
Danny Scheinmann,https://lubimyczytac.pl/autor/34731/danny-scheinmann,7.1,212,230,Unknown,2,1,0
Luís Miguel Rocha,https://lubimyczytac.pl/autor/19363/luis-miguel-rocha,6.1,367,256,01.02.1976,3,3,0
Mariusz Wilk,https://lubimyczytac.pl/autor/17827/mariusz-wilk,7.1,768,1806,przybliżona),43,12,0
Jerzy Nowosad,https://lubimyczytac.pl/autor/19663/jerzy-nowosad,6.8,312,170,05.10.1946,2,2,0
Helen Cross,https://lubimyczytac.pl/autor/31776/helen-cross,3.9,227,151,01.01.1967,1,2,0
Adeline Yen Mah,https://lubimyczytac.pl/autor/31166/adeline-yen-mah,6.6,310,318,30.11.1937,0,4,0
Jan Washburn,https://lubimyczytac.pl/autor/42838/jan-washburn,5.9,417,63,Unknown,1,2,0
Rudolf Hoess,https://lubimyczytac.pl/autor/40956/rudolf-hoess,6.8,525,833,25.11.1900,2,3,0
Leonore Fleischer,https://lubimyczytac.pl/autor/50763/leonore-fleischer,7.2,323,140,Unknown,4,3,0
Monica Ali,https://lubimyczytac.pl/autor/18718/monica-ali,6.0,278,294,20.10.1967,2,4,0
Jacek Pulikowski,https://lubimyczytac.pl/autor/10392/jacek-pulikowski,6.6,1066,1378,14.04.1952,65,47,0
Tomasz Fiałkowski,https://lubimyczytac.pl/autor/22971/tomasz-fialkowski,7.0,250,187,18.07.1955,0,4,0
Denise Mina,https://lubimyczytac.pl/autor/17053/denise-mina,7.0,488,536,01.01.1966,7,12,0
Bodil Malmsten,https://lubimyczytac.pl/autor/14805/bodil-malmsten,6.0,441,457,19.08.1944,3,5,0
Robert J. Sawyer,https://lubimyczytac.pl/autor/3852/robert-j-sawyer,6.6,664,1528,29.04.1960,28,24,0
Eric Garcia,https://lubimyczytac.pl/autor/22641/eric-garcia,6.7,359,211,Unknown,2,2,0
Albert Frederick Pollard,https://lubimyczytac.pl/autor/43060/albert-frederick-pollard,6.9,230,169,Unknown,0,1,0
Richard H. Popkin,https://lubimyczytac.pl/autor/43311/richard-h-popkin,6.9,269,208,Unknown,0,2,0
Jacqueline Susann,https://lubimyczytac.pl/autor/23937/jacqueline-susann,6.2,288,512,20.08.1918,2,4,0
Natasha Solomons,https://lubimyczytac.pl/autor/34241/natasha-solomons,6.5,314,332,przybliżona),3,5,0
Michael Laimo,https://lubimyczytac.pl/autor/20547/michael-laimo,5.7,365,143,Unknown,3,2,0
Steven Runciman,https://lubimyczytac.pl/autor/13591/steven-runciman,7.7,538,1669,07.07.1903,27,13,0
Rebecca Eckler,https://lubimyczytac.pl/autor/15839/rebecca-eckler,6.4,394,273,Unknown,8,5,0
Juli Zeh,https://lubimyczytac.pl/autor/18588/juli-zeh,6.6,971,2011,30.06.1974,30,12,0
Francesco D'Adamo,https://lubimyczytac.pl/autor/20795/francesco-d-adamo,7.2,220,121,Unknown,0,1,0
Valerio Massimo Manfredi,https://lubimyczytac.pl/autor/24004/valerio-massimo-manfredi,7.0,546,582,01.01.1946,15,7,0
Garth Ennis,https://lubimyczytac.pl/autor/14314/garth-ennis,7.0,1725,2248,16.01.1970,56,264,0
Catherine Millet,https://lubimyczytac.pl/autor/42269/catherine-millet,4.1,244,192,01.04.1948,1,1,0
Crissy Smith,https://lubimyczytac.pl/autor/53472/crissy-smith,6.2,256,184,Unknown,5,15,0
Susan Fletcher,https://lubimyczytac.pl/autor/22239/susan-fletcher,7.4,315,393,01.01.1979,7,5,1
Tony Wheeler,https://lubimyczytac.pl/autor/37588/tony-wheeler,5.7,342,462,Unknown,0,3,0
Laurent Graff,https://lubimyczytac.pl/autor/17857/laurent-graff,6.1,214,106,01.01.1968,0,1,0
Stanisław Srokowski,https://lubimyczytac.pl/autor/6578/stanislaw-srokowski,7.1,1345,2565,29.06.1936,43,54,0
Marvin Harris,https://lubimyczytac.pl/autor/22127/marvin-harris,7.1,220,324,Unknown,2,4,0
Adrianna Ewa Stawska,https://lubimyczytac.pl/autor/20213/adrianna-ewa-stawska,6.9,520,500,Unknown,1,12,0
Belle de Jour,https://lubimyczytac.pl/autor/33742/belle-de-jour,5.2,227,170,05.11.1975,0,2,0
Paulo Lins,https://lubimyczytac.pl/autor/19877/paulo-lins,6.8,210,246,01.01.1958,1,1,0
Mark Spragg,https://lubimyczytac.pl/autor/19242/mark-spragg,6.4,247,115,Unknown,0,1,0
Ewa Błaszczyk,https://lubimyczytac.pl/autor/30782/ewa-blaszczyk,7.2,486,325,15.10.1955,6,5,0
Michel de Montaigne,https://lubimyczytac.pl/autor/33175/michel-de-montaigne,7.1,252,944,28.02.1533,21,5,0
Robin Baker,https://lubimyczytac.pl/autor/32701/robin-baker,6.8,239,548,Unknown,4,3,0
Jason Lutes,https://lubimyczytac.pl/autor/21321/jason-lutes,7.4,281,243,Unknown,3,4,0
Anita Nair,https://lubimyczytac.pl/autor/23284/anita-nair,6.7,244,235,Unknown,4,3,0
Anna Świrszczyńska,https://lubimyczytac.pl/autor/30981/anna-swirszczynska,7.1,1750,1800,07.02.1909,94,61,0
Melody Carlson,https://lubimyczytac.pl/autor/40619/melody-carlson,7.0,248,74,Unknown,1,3,0
Riccardo Orizio,https://lubimyczytac.pl/autor/16646/riccardo-orizio,6.6,324,581,Unknown,1,2,0
C. S. Harris,https://lubimyczytac.pl/autor/20104/c-s-harris,8.6,351,313,Unknown,14,19,0
Květa Legátová,https://lubimyczytac.pl/autor/23094/kveta-legatova,7.9,282,487,03.11.1919,13,2,0
Campbell Black,https://lubimyczytac.pl/autor/51121/campbell-black,6.9,219,101,Unknown,0,2,0
Jami Alden,https://lubimyczytac.pl/autor/55877/jami-alden,6.7,279,189,Unknown,7,3,0
Chris Gardner,https://lubimyczytac.pl/autor/40627/chris-gardner,7.3,227,245,Unknown,0,1,0
Ami Sakurai,https://lubimyczytac.pl/autor/24265/ami-sakurai,4.5,236,155,Unknown,0,4,0
Susan Howatch,https://lubimyczytac.pl/autor/20377/susan-howatch,6.4,828,804,14.07.1940,23,18,0
Don Failla,https://lubimyczytac.pl/autor/51283/don-failla,6.3,235,104,Unknown,4,2,0
Jerry Spinelli,https://lubimyczytac.pl/autor/21244/jerry-spinelli,7.2,417,525,01.02.1941,2,7,0
Jan Fennel,https://lubimyczytac.pl/autor/10943/jan-fennel,6.7,265,265,Unknown,1,3,0
Władysław Pasikowski,https://lubimyczytac.pl/autor/40184/wladyslaw-pasikowski,7.5,208,164,14.06.1959,3,2,0
Brian Daley,https://lubimyczytac.pl/autor/35919/brian-daley,5.4,372,269,22.12.1947,1,7,0
Lilian Seymour-Tułasiewicz,https://lubimyczytac.pl/autor/31983/lilian-seymour-tulasiewicz,5.6,239,159,13.09.1913,6,9,0
Richard Condon,https://lubimyczytac.pl/autor/19836/richard-condon,6.3,281,151,01.01.1915,5,6,0
Barbara Meder,https://lubimyczytac.pl/autor/41011/barbara-meder,5.9,266,286,Unknown,0,2,1
Catherine Fisher,https://lubimyczytac.pl/autor/22565/catherine-fisher,6.5,344,421,Unknown,4,20,0
Inio Asano,https://lubimyczytac.pl/autor/40014/inio-asano,7.7,652,723,22.09.1980,32,32,0
Pierre Bottero,https://lubimyczytac.pl/autor/17890/pierre-bottero,7.0,257,201,13.02.1964,8,4,0
Melanie Rose,https://lubimyczytac.pl/autor/18010/melanie-rose,5.3,220,76,Unknown,2,4,0
John Hart,https://lubimyczytac.pl/autor/34895/john-hart,6.8,1030,1549,Unknown,31,6,0
Javier Sierra,https://lubimyczytac.pl/autor/20446/javier-sierra,5.7,1040,1108,01.01.1971,26,7,0
Leena Krohn,https://lubimyczytac.pl/autor/58590/leena-krohn,5.8,320,211,28.02.1947,2,5,0
Andrzej Setman,https://lubimyczytac.pl/autor/41511/andrzej-setman,8.6,286,921,Unknown,77,11,0
Michael Jackson,https://lubimyczytac.pl/autor/10286/michael-jackson,6.3,265,45,27.03.1942,1,5,0
Andrzej Kalinin,https://lubimyczytac.pl/autor/52573/andrzej-kalinin,7.2,294,198,25.11.1933,3,7,0
Ludwig von Mises,https://lubimyczytac.pl/autor/554/ludwig-von-mises,7.4,774,3437,29.09.1881,109,21,0
Barbara Erskine,https://lubimyczytac.pl/autor/31551/barbara-erskine,6.7,494,503,Unknown,12,14,0
Maja Wolny,https://lubimyczytac.pl/autor/40460/maja-wolny,6.8,1927,2680,30.11.1976,38,12,0
Juan Marsé,https://lubimyczytac.pl/autor/24092/juan-marse,5.5,279,342,08.01.1933,5,4,0
Anita Bean,https://lubimyczytac.pl/autor/8164/anita-bean,7.8,215,263,Unknown,0,2,0
Cathy Cassidy,https://lubimyczytac.pl/autor/6128/cathy-cassidy,8.6,641,475,13.06.1962,15,23,0
Sabine Both,https://lubimyczytac.pl/autor/6401/sabine-both,6.0,586,121,przybliżona),3,6,0
Zoey Dean,https://lubimyczytac.pl/autor/6261/zoey-dean,6.5,389,354,Unknown,8,10,0
Theodore John Kaczynski,https://lubimyczytac.pl/autor/73755/theodore-john-kaczynski,8.3,222,437,22.05.1942,5,3,0
Marian Brandys,https://lubimyczytac.pl/autor/25524/marian-brandys,6.3,677,823,25.01.1912,15,42,0
Stanisław Trembecki,https://lubimyczytac.pl/autor/35341/stanislaw-trembecki,6.7,627,661,08.05.1737,2,18,0
Pierre Augustin Caron de Beaumarchais,https://lubimyczytac.pl/autor/24933/pierre-augustin-caron-de-beaumarchais,6.9,330,401,24.01.1732,3,5,0
John Bradshaw,https://lubimyczytac.pl/autor/44635/john-bradshaw,7.4,440,1584,29.07.1933,13,4,0
Hanna Fronczak,https://lubimyczytac.pl/autor/3387/hanna-fronczak,6.0,512,420,Unknown,2,6,0
Agata Kołakowska,https://lubimyczytac.pl/autor/22599/agata-kolakowska,7.0,2741,5332,przybliżona),121,21,0
Michael Peinkofer,https://lubimyczytac.pl/autor/19491/michael-peinkofer,6.6,409,405,Unknown,6,8,0
Melania Mazzucco,https://lubimyczytac.pl/autor/16519/melania-mazzucco,7.1,570,1300,06.10.1966,17,4,0
John Kotter,https://lubimyczytac.pl/autor/7879/john-kotter,6.7,216,125,Unknown,0,3,0
Liliana Olchowik-Adamowska,https://lubimyczytac.pl/autor/21136/liliana-olchowik-adamowska,6.7,410,705,Unknown,0,14,0
John Moore,https://lubimyczytac.pl/autor/3494/john-moore,6.2,357,132,Unknown,1,2,0
Dawid Bieńkowski,https://lubimyczytac.pl/autor/23048/dawid-bienkowski,6.5,388,229,05.05.1963,7,3,0
Ian Halperin,https://lubimyczytac.pl/autor/35744/ian-halperin,6.6,288,134,Unknown,0,8,0
Alicyn Watts,https://lubimyczytac.pl/autor/34926/alicyn-watts,5.5,358,40,Unknown,0,1,0
Herbert A. Werner,https://lubimyczytac.pl/autor/37807/herbert-a-werner,8.4,195,250,13.05.1920,0,1,0
Stanisław Stampf’l,https://lubimyczytac.pl/autor/65702/stanislaw-stampf-l,7.2,662,134,10.10.1919,2,3,0
Aleksander Brückner,https://lubimyczytac.pl/autor/38278/aleksander-bruckner,7.3,422,1182,29.01.1856,16,27,0
Doda Około-Kułak,https://lubimyczytac.pl/autor/19165/doda-okolo-kulak,6.7,311,266,Unknown,4,7,0
Robert Anton Wilson,https://lubimyczytac.pl/autor/35642/robert-anton-wilson,8.0,567,2379,18.01.1932,71,32,0
Carsten Jensen,https://lubimyczytac.pl/autor/32768/carsten-jensen,8.0,201,456,24.07.1952,4,1,0
John Banville,https://lubimyczytac.pl/autor/14882/john-banville,6.6,578,1122,08.12.1945,13,14,1
Wawrzyniec Prusky,https://lubimyczytac.pl/autor/20160/wawrzyniec-prusky,7.7,284,239,Unknown,13,2,0
Stefan Wyszyński,https://lubimyczytac.pl/autor/17400/stefan-wyszynski,6.8,424,746,03.08.1901,16,60,0
Vedrana Rudan,https://lubimyczytac.pl/autor/22779/vedrana-rudan,7.0,485,724,29.10.1949,13,6,0
Martina Evans,https://lubimyczytac.pl/autor/34072/martina-evans,6.5,252,120,01.01.1961,1,1,0
Jerzy Szumski,https://lubimyczytac.pl/autor/6650/jerzy-szumski,6.2,438,561,28.10.1951,0,9,0
Bruno Jasieński,https://lubimyczytac.pl/autor/21965/bruno-jasienski,7.1,1190,1219,Unknown,43,30,0
Wojciech Żukrowski,https://lubimyczytac.pl/autor/24098/wojciech-zukrowski,6.2,1504,1047,14.04.1914,9,52,0
Tadeusz Rittner,https://lubimyczytac.pl/autor/35083/tadeusz-rittner,6.2,385,263,31.05.1873,0,18,0
Maureen Jennings,https://lubimyczytac.pl/autor/42629/maureen-jennings,6.7,294,836,Unknown,17,8,0
Jamie Oliver,https://lubimyczytac.pl/autor/21671/jamie-oliver,7.6,828,2219,27.05.1975,76,28,0
C.J. Box,https://lubimyczytac.pl/autor/66277/c-j-box,6.9,378,482,Unknown,3,7,0
Imogen Robertson,https://lubimyczytac.pl/autor/31903/imogen-robertson,5.9,214,139,Unknown,2,2,0
Icek Erlichson,https://lubimyczytac.pl/autor/32459/icek-erlichson,7.2,206,179,Unknown,0,1,0
At-Tajjib Salih,https://lubimyczytac.pl/autor/33777/at-tajjib-salih,6.8,308,660,12.07.1929,3,3,0
Hülya Kalkan,https://lubimyczytac.pl/autor/45397/hulya-kalkan,6.7,230,183,Unknown,1,1,0
Jerry B. Jenkins,https://lubimyczytac.pl/autor/3586/jerry-b-jenkins,6.8,365,869,23.09.1949,6,21,0
Cecil Murphey,https://lubimyczytac.pl/autor/34512/cecil-murphey,7.1,307,298,Unknown,0,2,0
Jaś Kapela,https://lubimyczytac.pl/autor/25071/jas-kapela,4.8,940,930,27.08.1984,21,13,0
Robert Leslie Bellem,https://lubimyczytac.pl/autor/180083/robert-leslie-bellem,6.6,223,628,Unknown,0,1,0
Wendy Orr,https://lubimyczytac.pl/autor/6313/wendy-orr,6.7,258,98,przybliżona),1,2,0
Zz Packer,https://lubimyczytac.pl/autor/23108/zz-packer,5.6,417,454,Unknown,1,4,0
Nigella Lawson,https://lubimyczytac.pl/autor/8709/nigella-lawson,7.3,601,1410,06.01.1960,50,15,0
Camilla Morton,https://lubimyczytac.pl/autor/10593/camilla-morton,5.7,286,303,Unknown,3,2,0
Eric van Lustbader,https://lubimyczytac.pl/autor/16302/eric-van-lustbader,6.4,1924,5119,24.12.1946,30,36,0
Megan McDonald,https://lubimyczytac.pl/autor/6967/megan-mcdonald,7.2,1372,818,18.02.1959,22,39,0
Colin Forbes,https://lubimyczytac.pl/autor/19985/colin-forbes,6.3,896,1207,14.07.1923,40,33,0
Halina Popławska,https://lubimyczytac.pl/autor/7091/halina-poplawska,6.8,601,767,07.07.1918,31,17,0
Ryszard Przybylski,https://lubimyczytac.pl/autor/4184/ryszard-przybylski,7.2,518,524,01.06.1928,11,26,0
Robert L. Wolke,https://lubimyczytac.pl/autor/30540/robert-l-wolke,6.9,223,295,Unknown,0,2,0
Hartmut Gagelmann,https://lubimyczytac.pl/autor/30157/hartmut-gagelmann,8.2,201,156,Unknown,0,1,0
Paul Harrington,https://lubimyczytac.pl/autor/33826/paul-harrington,6.6,233,147,Unknown,0,1,0
Barb Karg,https://lubimyczytac.pl/autor/19911/barb-karg,7.0,229,345,Unknown,0,2,0
Jeffrey Thomas,https://lubimyczytac.pl/autor/30165/jeffrey-thomas,6.1,273,435,Unknown,0,14,0
Gary Braunbeck,https://lubimyczytac.pl/autor/32072/gary-braunbeck,5.7,565,541,01.01.1960,0,2,0
Joseph Bialowitz,https://lubimyczytac.pl/autor/3986/joseph-bialowitz,7.4,218,150,Unknown,0,1,0
Jeff Povey,https://lubimyczytac.pl/autor/30717/jeff-povey,5.8,212,79,Unknown,1,1,0
Bebe Moore Campbell,https://lubimyczytac.pl/autor/23432/bebe-moore-campbell,6.5,228,252,18.02.1950,2,1,0
Giulia Carcasi,https://lubimyczytac.pl/autor/42306/giulia-carcasi,6.6,217,84,Unknown,0,1,0
Elisa Adams,https://lubimyczytac.pl/autor/51608/elisa-adams,5.3,269,66,Unknown,4,4,0
Lindsey Fraser,https://lubimyczytac.pl/autor/50869/lindsey-fraser,5.8,294,214,Unknown,0,1,0
Jan Gerhard,https://lubimyczytac.pl/autor/31766/jan-gerhard,6.7,277,235,17.01.1921,4,13,0
Rainer M. Schröder,https://lubimyczytac.pl/autor/41596/rainer-m-schroder,6.4,384,308,03.01.1951,3,4,0
Greg Keyes,https://lubimyczytac.pl/autor/3892/greg-keyes,6.2,473,529,Unknown,6,10,0
Yuna Kagesaki,https://lubimyczytac.pl/autor/47100/yuna-kagesaki,6.8,296,191,Unknown,3,8,0
M.R. Hall,https://lubimyczytac.pl/autor/32415/m-r-hall,6.3,272,162,Unknown,2,5,0
Ann Kirschner,https://lubimyczytac.pl/autor/20652/ann-kirschner,6.8,221,197,Unknown,0,1,0
Monika Rakusa,https://lubimyczytac.pl/autor/31538/monika-rakusa,5.8,516,483,01.01.1966,3,5,0
Karol Modzelewski,https://lubimyczytac.pl/autor/2532/karol-modzelewski,7.6,793,1831,23.11.1937,18,15,1
Wanda Żółkiewska,https://lubimyczytac.pl/autor/32224/wanda-zolkiewska,6.6,679,329,10.01.1912,4,27,0
Władysław Wilk,https://lubimyczytac.pl/autor/104088/wladyslaw-wilk,6.7,208,158,Unknown,1,1,0
Theodore Dreiser,https://lubimyczytac.pl/autor/31114/theodore-dreiser,7.0,323,596,27.08.1871,9,15,1
Katsuhiro Ōtomo,https://lubimyczytac.pl/autor/47926/katsuhiro-tomo,7.6,405,823,14.04.1954,16,39,0
Daniel Abraham,https://lubimyczytac.pl/autor/3469/daniel-abraham,6.6,1554,2437,przybliżona),8,24,0
Jennifer Haigh,https://lubimyczytac.pl/autor/25445/jennifer-haigh,6.7,394,334,Unknown,5,5,0
Anna Sam,https://lubimyczytac.pl/autor/35925/anna-sam,5.6,222,98,Unknown,0,1,0
Jirō Taniguchi,https://lubimyczytac.pl/autor/37273/jir-taniguchi,7.4,658,600,14.08.1947,20,19,0
Wiesław Weiss,https://lubimyczytac.pl/autor/18821/wieslaw-weiss,7.7,1300,1727,24.03.1956,12,15,0
Johanna Nilsson,https://lubimyczytac.pl/autor/20291/johanna-nilsson,6.3,464,832,01.10.1973,2,6,0
Krzysztof Koziołek,https://lubimyczytac.pl/autor/39603/krzysztof-koziolek,6.7,1505,2287,Unknown,48,29,0
Su Tong,https://lubimyczytac.pl/autor/32812/su-tong,6.9,228,332,Unknown,1,5,0
William Dietrich,https://lubimyczytac.pl/autor/14048/william-dietrich,6.4,472,512,29.09.1951,13,6,0
Stefania Wortman,https://lubimyczytac.pl/autor/22762/stefania-wortman,7.7,277,117,05.11.1912,1,3,0
Christian de Montella,https://lubimyczytac.pl/autor/3897/christian-de-montella,6.4,257,251,Unknown,2,4,0
Alina Reyes,https://lubimyczytac.pl/autor/16831/alina-reyes,4.8,377,215,09.02.1956,4,3,0
Patrick Redmond,https://lubimyczytac.pl/autor/30952/patrick-redmond,7.7,316,369,Unknown,16,4,0
Paweł Rochala,https://lubimyczytac.pl/autor/148213/pawel-rochala,7.4,765,853,Unknown,12,12,0
John Altman,https://lubimyczytac.pl/autor/20096/john-altman,5.8,270,164,Unknown,2,4,0
Zygmunt Broniarek,https://lubimyczytac.pl/autor/45402/zygmunt-broniarek,7.8,245,163,27.08.1925,5,12,0
Charles Spencer Chaplin,https://lubimyczytac.pl/autor/37051/charles-spencer-chaplin,8.1,275,328,16.04.1889,5,3,0
Juliusz Kaden-Bandrowski,https://lubimyczytac.pl/autor/33137/juliusz-kaden-bandrowski,6.0,395,396,25.02.1885,7,24,0
Liz Nickles,https://lubimyczytac.pl/autor/30132/liz-nickles,6.5,222,172,Unknown,1,2,0
Maggie Osborne,https://lubimyczytac.pl/autor/38457/maggie-osborne,6.8,445,487,Unknown,20,8,0
Georges Simenon,https://lubimyczytac.pl/autor/14093/georges-simenon,6.5,1554,3606,13.02.1903,71,126,0
Dana Marie Bell,https://lubimyczytac.pl/autor/50344/dana-marie-bell,6.8,424,710,Unknown,49,31,0
Antonio Garrido,https://lubimyczytac.pl/autor/30655/antonio-garrido,7.0,346,410,01.01.1963,4,2,0
Peter Barsocchini,https://lubimyczytac.pl/autor/35637/peter-barsocchini,5.2,374,90,01.01.1952,0,8,0
 Leila,https://lubimyczytac.pl/autor/50470/leila,6.7,443,392,Unknown,0,2,0
Adrian Frutiger,https://lubimyczytac.pl/autor/34533/adrian-frutiger,7.6,229,585,24.05.1928,1,1,0
Henry Gidel,https://lubimyczytac.pl/autor/15093/henry-gidel,6.7,419,494,Unknown,2,2,0
Ryszard Berwiński,https://lubimyczytac.pl/autor/37674/ryszard-berwinski,7.4,456,288,28.02.1819,0,5,0
G.P. Taylor,https://lubimyczytac.pl/autor/24408/g-p-taylor,5.7,373,292,przybliżona),4,6,0
Jerzy Szczygieł,https://lubimyczytac.pl/autor/33530/jerzy-szczygiel,6.9,491,265,14.03.1932,13,18,0
J. B. Cooper,https://lubimyczytac.pl/autor/34594/j-b-cooper,5.5,369,57,Unknown,0,2,0
Alan Loy McGinnis,https://lubimyczytac.pl/autor/8513/alan-loy-mcginnis,6.9,517,386,Unknown,3,6,0
Brigid Pasulka,https://lubimyczytac.pl/autor/23563/brigid-pasulka,6.8,204,167,Unknown,1,1,0
Cecilia Galante,https://lubimyczytac.pl/autor/39796/cecilia-galante,7.2,242,62,15.06.1971,1,1,0
Everett True,https://lubimyczytac.pl/autor/36048/everett-true,7.2,235,330,08.07.1961,0,2,0
Michał Kotliński,https://lubimyczytac.pl/autor/6301/michal-kotlinski,6.2,251,107,Unknown,1,2,0
Giles Foden,https://lubimyczytac.pl/autor/25092/giles-foden,5.8,195,132,01.01.1967,0,2,0
Yehuda Koren,https://lubimyczytac.pl/autor/15066/yehuda-koren,7.2,249,423,Unknown,1,2,0
Eliette Abécassis,https://lubimyczytac.pl/autor/19449/eliette-abecassis,5.0,404,262,27.01.1969,2,4,0
Leszek K. Talko,https://lubimyczytac.pl/autor/8350/leszek-k-talko,6.9,2243,3007,Unknown,40,31,0
Andreas Eschbach,https://lubimyczytac.pl/autor/3315/andreas-eschbach,6.8,665,1072,15.09.1959,27,24,0
Shaun Hutson,https://lubimyczytac.pl/autor/32745/shaun-hutson,6.3,522,305,01.01.1958,9,10,0
Carrie Alexander,https://lubimyczytac.pl/autor/82575/carrie-alexander,5.3,266,249,Unknown,2,3,0
Barbara Dawson Smith,https://lubimyczytac.pl/autor/25058/barbara-dawson-smith,6.7,505,516,Unknown,10,10,0
Alan Watts,https://lubimyczytac.pl/autor/40203/alan-watts,7.8,445,2787,Unknown,139,48,0
Wojciech Michalewski,https://lubimyczytac.pl/autor/36242/wojciech-michalewski,7.6,216,241,Unknown,3,2,0
Mary Winifred Beard,https://lubimyczytac.pl/autor/39299/mary-winifred-beard,7.3,945,2515,01.01.1955,29,7,0
Daria Charon,https://lubimyczytac.pl/autor/32843/daria-charon,6.1,205,139,Unknown,1,1,0
